"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 03, 2020","13,930.44","14,006.21","14,126.33","13,887.84","0.08K","-0.54%"
"Jul 02, 2020","14,006.21","14,276.14","14,406.19","13,783.08","0.10K","-1.89%"
"Jul 01, 2020","14,276.14","14,190.53","14,394.19","14,099.07","0.13K","0.60%"
"Jun 30, 2020","14,190.53","14,323.50","14,387.35","14,136.61","0.12K","-0.93%"
"Jun 29, 2020","14,323.50","14,192.56","14,381.23","14,035.06","0.07K","0.92%"
"Jun 28, 2020","14,192.56","14,069.14","14,311.66","13,930.00","0.05K","0.88%"
"Jun 27, 2020","14,069.14","14,278.62","14,326.02","13,842.06","0.08K","-1.47%"
"Jun 26, 2020","14,278.62","14,395.20","14,501.95","14,099.79","0.13K","-0.81%"
"Jun 25, 2020","14,395.20","14,533.14","14,609.40","14,072.71","0.16K","-0.95%"
"Jun 24, 2020","14,533.14","14,783.71","15,036.83","14,431.33","0.14K","-1.69%"
"Jun 23, 2020","14,783.71","14,927.27","15,052.75","14,734.21","0.09K","-0.96%"
"Jun 22, 2020","14,927.27","14,540.33","15,032.71","14,503.64","0.09K","2.66%"
"Jun 21, 2020","14,540.33","14,678.01","14,822.78","14,485.93","0.05K","-0.94%"
"Jun 20, 2020","14,678.01","14,538.39","14,728.00","14,407.08","0.05K","0.96%"
"Jun 19, 2020","14,538.39","14,642.47","14,670.39","14,397.50","0.14K","-0.71%"
"Jun 18, 2020","14,642.47","14,690.70","14,760.69","14,488.25","0.07K","-0.33%"
"Jun 17, 2020","14,690.70","14,779.69","14,844.70","14,370.89","0.09K","-0.60%"
"Jun 16, 2020","14,779.69","14,574.11","14,893.27","14,527.30","0.11K","1.41%"
"Jun 15, 2020","14,574.11","14,526.50","14,725.04","14,017.11","0.19K","0.33%"
"Jun 14, 2020","14,526.50","14,707.45","14,856.70","14,444.92","0.04K","-1.23%"
"Jun 13, 2020","14,707.45","14,779.49","14,877.02","14,597.25","0.02K","-0.49%"
"Jun 12, 2020","14,779.49","14,597.87","14,871.78","14,521.94","0.12K","1.24%"
"Jun 11, 2020","14,597.87","15,253.50","15,410.43","14,240.80","0.15K","-4.30%"
"Jun 10, 2020","15,253.50","15,092.33","15,289.48","14,804.99","0.13K","1.07%"
"Jun 09, 2020","15,092.33","14,958.80","15,128.69","14,626.32","0.12K","0.89%"
"Jun 08, 2020","14,958.80","14,945.98","15,031.31","14,795.61","0.06K","0.09%"
"Jun 07, 2020","14,945.98","14,884.52","15,153.59","14,517.36","0.04K","0.41%"
"Jun 06, 2020","14,884.52","14,803.63","15,012.21","14,695.03","0.07K","0.55%"
"Jun 05, 2020","14,803.63","15,186.45","15,322.68","14,803.63","0.10K","-2.52%"
"Jun 04, 2020","15,186.45","15,142.64","15,342.02","14,767.15","0.12K","0.29%"
"Jun 03, 2020","15,142.64","14,990.52","15,182.75","14,728.44","0.14K","1.01%"
"Jun 02, 2020","14,990.52","16,278.69","16,278.69","14,701.67","0.23K","-7.21%"
"Jun 01, 2020","16,155.42","15,295.03","16,357.60","15,094.10","0.16K","5.63%"
"May 31, 2020","15,295.03","15,633.29","15,633.29","15,165.00","0.06K","-2.16%"
"May 30, 2020","15,633.29","15,362.92","15,715.15","14,992.73","0.05K","1.76%"
"May 29, 2020","15,362.92","15,437.33","15,499.99","15,008.47","0.09K","-0.48%"
"May 28, 2020","15,437.33","14,920.39","15,528.37","14,720.20","0.13K","3.46%"
"May 27, 2020","14,920.39","14,334.04","14,997.38","14,285.65","0.10K","4.09%"
"May 26, 2020","14,334.04","14,671.46","14,708.22","14,101.44","0.14K","-2.30%"
"May 25, 2020","14,671.46","14,402.73","14,800.70","14,274.55","0.14K","1.87%"
"May 24, 2020","14,402.73","15,204.05","15,448.01","14,306.62","0.15K","-5.27%"
"May 23, 2020","15,204.05","15,195.24","15,497.80","15,082.50","0.07K","0.06%"
"May 22, 2020","15,195.24","14,886.62","15,342.92","14,665.59","0.13K","2.07%"
"May 21, 2020","14,886.62","15,639.99","15,817.49","14,513.09","0.26K","-4.82%"
"May 20, 2020","15,639.99","16,168.03","16,302.88","15,257.32","0.19K","-3.27%"
"May 19, 2020","16,168.03","16,181.00","16,351.29","15,752.67","0.18K","-0.08%"
"May 18, 2020","16,181.00","16,259.61","16,652.53","15,891.49","0.17K","-0.48%"
"May 17, 2020","16,259.61","15,849.39","16,593.45","15,835.40","0.10K","2.59%"
"May 16, 2020","15,849.39","15,719.55","16,083.00","15,544.64","0.07K","0.83%"
"May 15, 2020","15,719.55","16,338.97","16,418.23","15,399.44","0.24K","-3.79%"
"May 14, 2020","16,338.97","15,530.17","16,572.85","15,503.39","0.19K","5.21%"
"May 13, 2020","15,530.17","14,601.26","15,796.03","14,601.26","0.16K","6.36%"
"May 12, 2020","14,601.26","14,269.99","14,742.17","14,249.27","0.19K","2.32%"
"May 11, 2020","14,269.99","14,368.23","15,327.44","13,669.43","0.28K","-0.68%"
"May 10, 2020","14,368.23","15,622.48","15,622.48","13,642.47","0.31K","-8.03%"
"May 09, 2020","15,622.48","16,060.64","16,234.67","15,496.38","0.13K","-2.73%"
"May 08, 2020","16,060.64","16,376.61","16,517.01","15,957.79","0.17K","-1.93%"
"May 07, 2020","16,377.38","15,437.83","16,584.76","15,218.03","0.78K","6.09%"
"May 06, 2020","15,437.83","14,964.02","15,756.50","14,827.05","0.19K","3.17%"
"May 05, 2020","14,964.02","14,802.13","15,099.99","14,542.53","0.20K","1.09%"
"May 04, 2020","14,802.13","14,856.14","14,923.31","14,181.72","0.16K","-0.36%"
"May 03, 2020","14,856.14","14,750.00","15,240.59","14,521.04","0.09K","0.72%"
"May 02, 2020","14,750.00","14,632.40","14,855.05","14,488.47","0.06K","0.80%"
"May 01, 2020","14,632.40","14,177.19","15,010.17","14,177.19","0.11K","3.21%"
"Apr 30, 2020","14,177.19","14,325.37","15,531.77","13,791.54","0.38K","-1.03%"
"Apr 29, 2020","14,325.37","12,923.19","14,604.57","12,741.78","0.32K","10.85%"
"Apr 28, 2020","12,923.19","12,973.12","13,003.43","12,759.20","0.12K","-0.38%"
"Apr 27, 2020","12,973.12","12,799.02","13,000.00","12,623.45","0.11K","1.36%"
"Apr 26, 2020","12,799.02","12,560.08","12,829.16","12,500.00","0.06K","1.90%"
"Apr 25, 2020","12,560.08","12,482.97","12,764.55","12,360.18","0.06K","0.62%"
"Apr 24, 2020","12,482.97","12,499.39","12,703.32","12,364.80","0.16K","-0.13%"
"Apr 23, 2020","12,499.39","12,028.02","12,736.62","11,829.75","0.13K","3.92%"
"Apr 22, 2020","12,028.02","11,564.18","12,123.14","11,423.46","0.11K","4.01%"
"Apr 21, 2020","11,564.18","11,440.06","11,809.45","11,410.24","0.18K","1.08%"
"Apr 20, 2020","11,440.06","11,857.58","12,044.13","11,267.24","0.12K","-3.52%"
"Apr 19, 2020","11,857.58","12,065.65","12,150.98","11,805.55","0.07K","-1.72%"
"Apr 18, 2020","12,065.65","11,766.36","12,181.83","11,704.09","0.04K","2.54%"
"Apr 17, 2020","11,766.36","11,954.63","12,036.42","11,699.90","0.15K","-1.57%"
"Apr 16, 2020","11,954.63","11,169.90","12,085.01","10,898.28","0.19K","7.03%"
"Apr 15, 2020","11,169.90","11,334.72","11,588.77","11,130.69","0.15K","-1.45%"
"Apr 14, 2020","11,334.72","11,315.07","11,486.58","11,155.01","0.14K","0.17%"
"Apr 13, 2020","11,315.07","11,517.91","11,517.91","10,992.43","0.15K","-1.76%"
"Apr 12, 2020","11,517.91","11,504.99","11,948.92","11,292.07","0.12K","0.11%"
"Apr 11, 2020","11,504.99","11,467.78","11,688.09","11,338.20","0.05K","0.32%"
"Apr 10, 2020","11,467.78","12,026.38","12,127.26","11,292.63","0.13K","-4.64%"
"Apr 09, 2020","12,026.38","12,311.55","12,326.00","11,992.27","0.09K","-2.32%"
"Apr 08, 2020","12,311.55","12,139.27","12,473.98","12,074.73","0.15K","1.42%"
"Apr 07, 2020","12,139.27","12,379.75","12,597.10","11,810.49","0.23K","-1.94%"
"Apr 06, 2020","12,379.75","11,654.33","12,404.41","11,603.43","0.14K","6.22%"
"Apr 05, 2020","11,654.33","11,767.27","11,845.92","11,343.77","0.05K","-0.96%"
"Apr 04, 2020","11,767.27","11,563.76","11,872.11","11,379.33","0.06K","1.76%"
"Apr 03, 2020","11,563.76","11,607.00","12,083.46","11,399.76","0.12K","-0.37%"
"Apr 02, 2020","11,607.00","11,228.37","12,260.32","11,100.91","0.20K","3.37%"
"Apr 01, 2020","11,228.37","10,823.87","11,285.79","10,460.00","0.15K","3.74%"
"Mar 31, 2020","10,823.87","10,705.46","10,949.99","10,577.49","0.08K","1.11%"
"Mar 30, 2020","10,705.46","9,897.10","10,995.23","9,893.11","0.23K","8.17%"
"Mar 29, 2020","9,897.10","10,386.86","10,657.88","9,897.10","0.11K","-4.72%"
"Mar 28, 2020","10,386.86","10,666.68","10,769.79","10,232.54","0.12K","-2.62%"
"Mar 27, 2020","10,666.68","11,470.32","11,558.07","10,611.36","0.10K","-7.01%"
"Mar 26, 2020","11,470.32","11,598.87","11,707.12","11,146.16","0.12K","-1.11%"
"Mar 25, 2020","11,598.87","11,735.86","11,866.48","11,084.67","0.20K","-1.17%"
"Mar 24, 2020","11,735.86","11,330.34","11,779.76","11,151.80","0.19K","3.58%"
"Mar 23, 2020","11,330.34","10,376.31","11,459.26","10,206.90","0.21K","9.19%"
"Mar 22, 2020","10,376.31","10,893.17","11,146.00","10,200.24","0.09K","-4.74%"
"Mar 21, 2020","10,893.17","11,012.88","11,346.28","10,346.65","0.10K","-1.09%"
"Mar 20, 2020","11,012.88","10,905.81","11,919.72","10,129.18","0.30K","0.98%"
"Mar 19, 2020","10,905.81","9,421.04","11,500.12","9,378.57","0.41K","15.76%"
"Mar 18, 2020","9,421.04","9,091.01","9,485.73","8,600.93","0.22K","3.63%"
"Mar 17, 2020","9,091.01","8,375.21","9,269.98","8,201.61","0.30K","8.55%"
"Mar 16, 2020","8,375.21","8,950.56","8,977.85","7,361.19","0.62K","-6.43%"
"Mar 15, 2020","8,950.56","8,607.89","9,785.71","8,602.85","0.17K","3.98%"
"Mar 14, 2020","8,607.89","9,461.86","9,626.93","8,562.49","0.11K","-9.03%"
"Mar 13, 2020","9,461.86","8,288.74","10,685.78","6,486.85","0.41K","14.15%"
"Mar 12, 2020","8,288.74","12,692.84","12,794.90","7,946.01","0.50K","-34.70%"
"Mar 11, 2020","12,692.84","12,692.91","12,847.26","12,130.09","0.18K","-0.00%"
"Mar 10, 2020","12,692.91","12,559.04","13,929.14","12,467.64","0.27K","1.07%"
"Mar 09, 2020","12,559.04","12,852.58","13,212.78","12,043.34","0.21K","-2.28%"
"Mar 08, 2020","12,852.58","14,021.31","14,044.42","12,608.06","0.16K","-8.34%"
"Mar 07, 2020","14,021.31","14,405.08","14,506.47","13,971.41","0.03K","-2.66%"
"Mar 06, 2020","14,405.06","14,416.31","14,535.06","14,281.67","0.05K","-0.08%"
"Mar 05, 2020","14,416.31","13,920.04","14,561.22","13,920.04","0.08K","3.57%"
"Mar 04, 2020","13,920.04","14,053.61","14,188.09","13,812.75","0.09K","-0.95%"
"Mar 03, 2020","14,053.61","14,321.11","14,407.22","13,758.33","0.16K","-1.87%"
"Mar 02, 2020","14,321.11","13,745.45","14,553.93","13,635.48","0.13K","4.19%"
"Mar 01, 2020","13,745.45","13,764.66","14,019.44","13,603.82","0.04K","-0.14%"
"Feb 29, 2020","13,764.66","14,050.91","14,192.51","13,764.66","0.03K","-2.04%"
"Feb 28, 2020","14,050.91","14,003.05","14,237.42","13,577.42","0.09K","0.34%"
"Feb 27, 2020","14,003.05","14,000.97","14,241.54","13,564.28","0.10K","0.01%"
"Feb 26, 2020","14,000.97","14,783.29","14,882.17","13,792.77","0.15K","-5.29%"
"Feb 25, 2020","14,783.29","15,272.01","15,366.48","14,635.96","0.10K","-3.20%"
"Feb 24, 2020","15,272.01","15,624.41","15,831.59","15,001.18","0.10K","-2.26%"
"Feb 23, 2020","15,624.41","15,282.73","15,830.40","15,179.07","0.08K","2.24%"
"Feb 22, 2020","15,282.73","15,340.82","15,418.48","15,135.18","0.02K","-0.38%"
"Feb 21, 2020","15,340.82","15,273.22","15,587.36","15,107.99","0.07K","0.44%"
"Feb 20, 2020","15,273.22","15,112.09","15,332.05","14,960.87","0.08K","1.07%"
"Feb 19, 2020","15,112.09","15,973.15","16,111.71","14,816.48","0.13K","-5.39%"
"Feb 18, 2020","15,973.15","15,197.00","16,100.05","15,052.44","0.17K","5.11%"
"Feb 17, 2020","15,197.00","15,534.87","15,572.47","14,828.23","0.12K","-2.17%"
"Feb 16, 2020","15,534.87","15,492.42","15,811.18","15,096.00","0.09K","0.27%"
"Feb 15, 2020","15,492.42","16,210.12","16,246.79","15,306.59","0.08K","-4.43%"
"Feb 14, 2020","16,210.12","15,991.68","16,317.89","15,705.43","0.10K","1.37%"
"Feb 13, 2020","15,991.68","16,063.03","16,365.35","15,684.76","0.13K","-0.44%"
"Feb 12, 2020","16,063.03","16,088.90","16,305.47","15,857.37","0.10K","-0.16%"
"Feb 11, 2020","16,088.90","15,489.82","16,158.81","15,057.41","0.12K","3.87%"
"Feb 10, 2020","15,489.82","15,793.64","15,961.24","15,110.39","0.14K","-1.92%"
"Feb 09, 2020","15,793.64","15,480.82","15,971.60","15,454.83","0.08K","2.02%"
"Feb 08, 2020","15,480.82","15,368.93","15,585.30","15,019.31","0.07K","0.73%"
"Feb 07, 2020","15,368.93","15,156.14","15,380.41","15,015.99","0.07K","1.40%"
"Feb 06, 2020","15,156.14","14,813.26","15,252.16","14,669.81","0.10K","2.31%"
"Feb 05, 2020","14,813.26","14,140.76","15,059.33","14,129.72","0.10K","4.76%"
"Feb 04, 2020","14,140.76","14,436.90","14,596.99","14,012.27","0.11K","-2.05%"
"Feb 03, 2020","14,436.90","14,433.92","14,800.98","14,294.68","0.08K","0.02%"
"Feb 02, 2020","14,433.92","14,479.69","14,725.41","14,241.03","0.05K","-0.32%"
"Feb 01, 2020","14,479.69","14,481.20","14,713.21","14,350.49","0.06K","-0.01%"
"Jan 31, 2020","14,481.20","14,619.25","14,667.54","14,236.02","0.08K","-0.94%"
"Jan 30, 2020","14,619.25","14,243.04","14,771.24","13,957.87","0.19K","2.64%"
"Jan 29, 2020","14,243.04","14,383.73","14,435.46","14,161.26","0.13K","-0.98%"
"Jan 28, 2020","14,383.73","13,576.25","14,383.73","13,542.23","0.20K","5.95%"
"Jan 27, 2020","13,576.25","13,124.12","13,719.08","13,040.00","0.13K","3.45%"
"Jan 26, 2020","13,124.12","12,736.78","13,124.12","12,595.60","0.02K","3.04%"
"Jan 25, 2020","12,736.78","12,834.55","12,915.67","12,539.52","0.04K","-0.76%"
"Jan 24, 2020","12,834.55","12,774.08","12,999.66","12,539.25","0.07K","0.47%"
"Jan 23, 2020","12,774.08","13,146.59","13,146.59","12,610.14","0.10K","-2.83%"
"Jan 22, 2020","13,146.59","13,306.93","13,374.47","12,987.56","0.08K","-1.20%"
"Jan 21, 2020","13,306.93","13,072.33","13,382.90","12,910.52","0.07K","1.79%"
"Jan 20, 2020","13,072.33","13,202.62","13,271.76","12,976.96","0.11K","-0.99%"
"Jan 19, 2020","13,202.62","13,515.52","13,977.59","12,958.33","0.11K","-2.71%"
"Jan 18, 2020","13,570.61","13,527.05","13,631.06","13,370.99","0.03K","0.32%"
"Jan 17, 2020","13,527.05","13,165.43","13,599.90","13,050.01","0.13K","2.75%"
"Jan 16, 2020","13,165.43","13,348.76","13,355.90","12,948.27","0.12K","-1.41%"
"Jan 15, 2020","13,354.32","13,426.25","13,572.81","12,858.94","0.18K","-0.54%"
"Jan 14, 2020","13,426.25","12,316.98","13,539.73","12,249.74","0.19K","9.01%"
"Jan 13, 2020","12,316.98","12,320.71","12,381.93","12,086.09","0.07K","-0.03%"
"Jan 12, 2020","12,320.71","12,140.30","12,381.92","12,064.23","0.02K","1.49%"
"Jan 11, 2020","12,140.30","12,326.14","12,482.13","12,128.30","0.05K","-1.51%"
"Jan 10, 2020","12,326.14","11,892.26","12,374.11","11,591.76","0.11K","3.65%"
"Jan 09, 2020","11,892.26","12,135.38","12,166.13","11,744.10","0.10K","-2.00%"
"Jan 08, 2020","12,135.38","12,346.28","12,827.93","11,817.61","0.21K","-1.71%"
"Jan 07, 2020","12,346.28","11,683.26","12,378.51","11,683.26","0.13K","6.17%"
"Jan 06, 2020","11,628.84","11,064.06","11,690.34","10,938.44","0.10K","5.10%"
"Jan 05, 2020","11,064.06","11,048.51","11,236.04","10,977.94","0.09K","0.14%"
"Jan 04, 2020","11,048.51","11,017.87","11,092.59","10,928.67","0.06K","0.28%"
"Jan 03, 2020","11,017.87","10,400.37","11,102.46","10,321.22","0.07K","5.94%"
"Jan 02, 2020","10,400.37","10,692.54","10,740.02","10,368.41","0.07K","-2.73%"
"Jan 01, 2020","10,692.54","10,719.79","10,888.91","10,656.17","0.03K","-0.25%"
"Dec 31, 2019","10,719.79","10,739.44","10,854.92","10,636.43","0.08K","-0.18%"
"Dec 30, 2019","10,739.44","11,124.47","11,124.47","10,685.74","0.09K","-3.27%"
"Dec 29, 2019","11,102.72","10,998.13","11,253.18","10,918.70","0.06K","0.95%"
"Dec 28, 2019","10,998.13","10,786.62","11,038.39","10,786.62","0.04K","1.96%"
"Dec 27, 2019","10,786.62","10,801.23","10,903.94","10,597.20","0.06K","-0.14%"
"Dec 26, 2019","10,801.23","10,850.13","11,138.39","10,745.69","0.03K","-0.45%"
"Dec 25, 2019","10,850.13","10,989.20","11,022.15","10,777.82","0.01K","-1.27%"
"Dec 24, 2019","10,989.20","11,063.66","11,222.75","10,835.21","0.06K","-0.67%"
"Dec 23, 2019","11,063.66","11,452.46","11,622.06","10,977.13","0.08K","-3.39%"
"Dec 22, 2019","11,452.46","10,860.66","11,452.46","10,774.90","0.05K","5.45%"
"Dec 21, 2019","10,860.66","10,948.14","10,954.48","10,754.41","0.03K","-0.80%"
"Dec 20, 2019","10,948.14","10,821.49","10,948.14","10,738.10","0.06K","1.17%"
"Dec 19, 2019","10,821.49","11,146.11","11,228.76","10,681.95","0.08K","-2.91%"
"Dec 18, 2019","11,146.11","10,093.10","11,294.85","9,908.77","0.15K","10.43%"
"Dec 17, 2019","10,093.10","10,531.19","10,683.62","10,092.72","0.14K","-4.16%"
"Dec 16, 2019","10,531.19","10,802.16","10,818.85","10,415.52","0.12K","-2.51%"
"Dec 15, 2019","10,802.16","10,790.80","10,970.76","10,700.13","0.04K","0.11%"
"Dec 14, 2019","10,790.80","11,040.54","11,146.91","10,696.97","0.06K","-2.25%"
"Dec 13, 2019","11,038.91","10,884.46","11,136.21","10,815.65","0.09K","1.42%"
"Dec 12, 2019","10,884.46","10,993.36","11,086.57","10,815.75","0.11K","-0.99%"
"Dec 11, 2019","10,993.36","11,077.88","11,139.41","10,828.03","0.11K","-0.76%"
"Dec 10, 2019","11,077.88","11,231.63","11,373.89","10,886.03","0.08K","-1.37%"
"Dec 09, 2019","11,231.63","11,478.97","11,687.81","11,151.76","0.12K","-2.15%"
"Dec 08, 2019","11,478.97","11,409.42","11,482.99","11,251.48","0.05K","0.61%"
"Dec 07, 2019","11,409.42","11,462.70","11,566.91","11,332.11","0.07K","-0.46%"
"Dec 06, 2019","11,462.70","11,358.00","11,462.70","11,165.41","0.10K","0.92%"
"Dec 05, 2019","11,358.00","11,053.08","11,501.09","11,034.43","0.12K","2.76%"
"Dec 04, 2019","11,053.08","11,232.72","11,552.02","10,949.52","0.17K","-1.60%"
"Dec 03, 2019","11,232.72","11,282.68","11,438.54","11,081.74","0.08K","-0.44%"
"Dec 02, 2019","11,282.68","11,561.76","11,561.76","11,151.65","0.10K","-2.41%"
"Dec 01, 2019","11,561.76","11,795.83","11,835.35","11,261.41","0.06K","-2.28%"
"Nov 30, 2019","11,831.31","12,059.54","12,195.18","11,591.79","0.09K","-1.89%"
"Nov 29, 2019","12,059.54","11,581.27","12,160.02","11,581.27","0.11K","4.13%"
"Nov 28, 2019","11,581.27","11,785.91","11,987.71","11,543.67","0.12K","-1.74%"
"Nov 27, 2019","11,785.91","11,214.47","11,981.69","10,710.25","0.17K","5.10%"
"Nov 26, 2019","11,214.47","11,191.19","11,506.54","10,988.02","0.14K","0.21%"
"Nov 25, 2019","11,191.19","10,898.29","11,564.89","10,228.00","0.25K","2.69%"
"Nov 24, 2019","10,898.29","11,531.79","11,535.58","10,766.83","0.06K","-5.49%"
"Nov 23, 2019","11,531.79","11,507.90","11,628.87","11,132.95","0.07K","0.21%"
"Nov 22, 2019","11,507.90","11,918.04","12,105.89","10,815.35","0.25K","-3.44%"
"Nov 21, 2019","11,918.05","12,728.90","12,751.73","11,740.20","0.15K","-6.37%"
"Nov 20, 2019","12,728.90","12,611.03","12,813.36","12,540.24","0.08K","0.93%"
"Nov 19, 2019","12,611.03","12,835.86","12,910.91","12,569.54","0.09K","-1.75%"
"Nov 18, 2019","12,835.86","13,242.18","13,306.84","12,696.25","0.09K","-3.07%"
"Nov 17, 2019","13,242.18","13,309.58","13,526.03","13,144.58","0.03K","-0.51%"
"Nov 16, 2019","13,309.58","13,286.03","13,445.49","13,120.78","0.04K","0.18%"
"Nov 15, 2019","13,286.03","13,569.51","13,772.12","13,192.56","0.09K","-2.09%"
"Nov 14, 2019","13,569.51","13,736.93","13,792.50","13,468.98","0.06K","-1.22%"
"Nov 13, 2019","13,736.93","13,921.88","13,984.12","13,622.12","0.10K","-1.33%"
"Nov 12, 2019","13,921.88","13,724.76","13,943.00","13,552.86","0.06K","1.44%"
"Nov 11, 2019","13,724.76","14,241.01","14,411.23","13,644.42","0.11K","-3.85%"
"Nov 10, 2019","14,274.18","13,976.53","14,361.27","13,773.00","0.07K","2.29%"
"Nov 09, 2019","13,953.97","13,892.72","14,094.17","13,787.86","0.04K","0.44%"
"Nov 08, 2019","13,892.72","14,490.96","14,607.62","13,764.99","0.09K","-4.13%"
"Nov 07, 2019","14,490.96","14,672.38","14,754.56","14,273.70","0.06K","-1.24%"
"Nov 06, 2019","14,672.38","14,675.24","14,856.59","14,458.79","0.05K","-0.02%"
"Nov 05, 2019","14,675.24","14,770.37","14,888.02","14,351.27","0.07K","-0.71%"
"Nov 04, 2019","14,780.36","14,367.01","14,949.83","14,154.03","0.09K","2.88%"
"Nov 03, 2019","14,367.01","14,581.14","14,710.12","14,178.93","0.03K","-1.47%"
"Nov 02, 2019","14,581.14","14,477.52","14,647.08","14,305.93","0.03K","0.72%"
"Nov 01, 2019","14,477.52","14,345.82","14,523.23","14,120.23","0.12K","0.74%"
"Oct 31, 2019","14,370.66","14,340.75","14,852.75","14,006.84","0.10K","0.21%"
"Oct 30, 2019","14,340.75","14,895.55","14,965.59","14,183.61","0.10K","-3.72%"
"Oct 29, 2019","14,895.55","14,488.64","15,164.99","14,355.72","0.11K","2.81%"
"Oct 28, 2019","14,488.64","15,063.85","15,673.04","14,488.64","0.13K","-3.82%"
"Oct 27, 2019","15,063.85","14,616.11","15,366.31","14,349.57","0.13K","3.06%"
"Oct 26, 2019","14,616.11","13,693.83","16,442.11","13,571.89","0.27K","6.74%"
"Oct 25, 2019","13,693.83","11,789.56","13,953.95","11,660.06","0.14K","16.25%"
"Oct 24, 2019","11,779.94","11,699.01","11,938.87","11,534.58","0.12K","0.69%"
"Oct 23, 2019","11,699.01","12,635.08","12,666.80","11,459.25","0.17K","-7.41%"
"Oct 22, 2019","12,635.08","12,913.89","13,077.84","12,530.21","0.17K","-2.16%"
"Oct 21, 2019","12,913.89","12,925.15","13,012.34","12,809.66","0.07K","-0.09%"
"Oct 20, 2019","12,925.15","12,525.20","13,074.44","12,392.57","0.06K","3.19%"
"Oct 19, 2019","12,525.20","12,480.04","12,735.95","12,379.07","0.03K","0.35%"
"Oct 18, 2019","12,481.94","12,625.28","12,788.64","12,408.22","0.12K","-1.14%"
"Oct 17, 2019","12,625.28","12,801.92","12,832.13","12,559.14","0.08K","-1.38%"
"Oct 16, 2019","12,801.92","13,082.11","13,190.22","12,569.71","0.11K","-2.14%"
"Oct 15, 2019","13,082.11","13,280.29","13,402.23","12,921.04","0.08K","-1.49%"
"Oct 14, 2019","13,280.29","13,148.62","13,351.13","13,045.94","0.06K","1.00%"
"Oct 13, 2019","13,148.62","13,185.38","13,386.72","13,000.54","0.07K","-0.28%"
"Oct 12, 2019","13,185.38","13,119.26","13,290.10","13,088.13","0.03K","0.76%"
"Oct 11, 2019","13,085.78","13,625.17","13,938.26","13,058.88","0.12K","-3.96%"
"Oct 10, 2019","13,625.17","13,705.94","13,769.40","13,422.91","0.09K","-0.59%"
"Oct 09, 2019","13,705.94","13,016.82","13,780.91","12,797.10","0.10K","5.29%"
"Oct 08, 2019","13,016.82","13,117.16","13,267.95","12,896.05","0.08K","-0.76%"
"Oct 07, 2019","13,117.16","12,505.60","13,205.76","12,371.90","0.11K","4.89%"
"Oct 06, 2019","12,505.60","12,959.43","12,978.21","12,427.47","0.08K","-3.50%"
"Oct 05, 2019","12,959.43","12,970.93","12,995.32","12,762.14","0.03K","-0.09%"
"Oct 04, 2019","12,970.93","13,140.82","13,140.82","12,774.43","0.08K","-1.29%"
"Oct 03, 2019","13,140.82","13,410.66","13,550.40","12,852.87","0.11K","-2.01%"
"Oct 02, 2019","13,410.66","13,341.89","13,417.67","13,108.21","0.07K","0.52%"
"Oct 01, 2019","13,341.89","13,273.49","13,699.46","13,099.64","0.12K","0.52%"
"Sep 30, 2019","13,273.49","12,852.41","13,301.64","12,350.71","0.11K","3.28%"
"Sep 29, 2019","12,852.41","13,162.95","13,245.58","12,621.91","0.09K","-2.36%"
"Sep 28, 2019","13,162.95","13,062.42","13,219.23","12,894.20","0.07K","0.77%"
"Sep 27, 2019","13,062.42","12,806.87","13,130.59","12,533.90","0.11K","2.00%"
"Sep 26, 2019","12,806.87","13,662.11","13,662.11","12,411.43","0.21K","-6.26%"
"Sep 25, 2019","13,662.11","13,700.09","14,132.15","13,123.21","0.27K","-0.28%"
"Sep 24, 2019","13,700.09","15,461.44","15,619.79","13,497.35","0.28K","-11.39%"
"Sep 23, 2019","15,461.44","16,047.20","16,072.10","15,338.84","0.10K","-3.67%"
"Sep 22, 2019","16,051.27","15,873.29","16,105.60","15,706.55","0.05K","1.12%"
"Sep 21, 2019","15,873.29","16,219.93","16,224.30","15,873.29","0.03K","-2.14%"
"Sep 20, 2019","16,219.93","16,303.96","16,342.73","16,026.59","0.08K","-0.52%"
"Sep 19, 2019","16,303.96","16,044.43","16,312.14","15,407.46","0.18K","1.62%"
"Sep 18, 2019","16,044.43","16,046.60","16,230.88","15,992.57","0.11K","-0.01%"
"Sep 17, 2019","16,046.61","16,154.77","16,272.38","16,005.74","0.10K","-0.67%"
"Sep 16, 2019","16,154.77","16,162.30","16,336.68","15,908.96","0.07K","-0.05%"
"Sep 15, 2019","16,162.30","16,245.67","16,325.47","16,000.37","0.02K","-0.51%"
"Sep 14, 2019","16,245.67","16,309.13","16,392.60","16,068.63","0.05K","-0.39%"
"Sep 13, 2019","16,309.13","16,267.70","16,354.99","15,933.00","0.08K","0.25%"
"Sep 12, 2019","16,267.70","15,896.62","16,342.47","15,547.77","0.12K","2.33%"
"Sep 11, 2019","15,896.62","15,760.55","15,964.86","15,450.47","0.10K","0.80%"
"Sep 10, 2019","15,770.17","16,079.09","16,228.17","15,561.68","0.08K","-1.92%"
"Sep 09, 2019","16,079.09","16,247.19","16,288.13","15,669.49","0.09K","-1.03%"
"Sep 08, 2019","16,247.19","16,430.93","16,685.76","16,101.72","0.04K","-1.12%"
"Sep 07, 2019","16,430.93","16,138.79","16,571.30","16,082.42","0.05K","1.81%"
